1914
0.01300,0.00900,0.07700,0.17800,0.17300,0.15200,0.15600,-0.10900,-0.06200,0.01800,0.00400,0.02400,0.00900,-0.01900,-0.01200,0.0,-0.02700,-0.08900,-0.10300,-0.05200,0.03500,0.02600,0.01000,0.03700,-0.02000,-0.01300,0.00700,0.05100,0.10900,0.06000,0.01600,0.02300,0.08500,0.14400,0.07700,-0.01000,0.01100,0.07900,0.02300,0.00800,0.00300,-0.00300,0.01500,0.03300,0.02700,0.01080,0.01500,0.01100,0.01200,0.01200,0.01300,0.01600,0.03000,0.02800,0.04300,0.05500,0.05800,0.04300,0.03300,0.06200,0.11100,0.09100,0.05700,0.06500,0.07600,0.11300,0.13500,0.10300,0.06100,0.03200,0.04300,0.03500,0.01900,0.03700,0.04100,0.04800,0.05400,0.04200,0.03000,0.03000,0.02600,0.02800,0.02900,0.02300,0.01600,0.02200,0.03400,0.02800,0.01600,0.02300,0.02700,0.03400,0.03200,0.02900,0.03800,-0.00400,0.01600,0.03200,0.02100,0.01500,0.01600,0.00100,0.01300,0.02100,0.02400,0.01800,0.01200,0.04800
